QuizName,QuizClass,FirstName,LastName,StudentID,CustomID,Earned Points,Possible Points,PercentCorrect,QuizCreated,DataExported,Key Version,Stu1,PriKey1,Points1,Mark1,Stu2,PriKey2,Points2,Mark2,Stu3,PriKey3,Points3,Mark3,Stu4,PriKey4,Points4,Mark4,Stu5,PriKey5,Points5,Mark5,Stu6,PriKey6,Points6,Mark6,Stu7,PriKey7,Points7,Mark7,Stu8,PriKey8,Points8,Mark8,Stu9,PriKey9,Points9,Mark9,Stu10,PriKey10,Points10,Mark10,Stu11,PriKey11,Points11,Mark11,Stu12,PriKey12,Points12,Mark12,Stu13,PriKey13,Points13,Mark13,Stu14,PriKey14,Points14,Mark14,Stu15,PriKey15,Points15,Mark15,Stu16,PriKey16,Points16,Mark16,Stu17,PriKey17,Points17,Mark17,Stu18,PriKey18,Points18,Mark18,Stu19,PriKey19,Points19,Mark19,Stu20,PriKey20,Points20,Mark20,Stu21,PriKey21,Points21,Mark21,Stu22,PriKey22,Points22,Mark22,Stu23,PriKey23,Points23,Mark23,Stu24,PriKey24,Points24,Mark24,Stu25,PriKey25,Points25,Mark25,Stu26,PriKey26,Points26,Mark26,Stu27,PriKey27,Points27,Mark27,Stu28,PriKey28,Points28,Mark28,Stu29,PriKey29,Points29,Mark29,Stu30,PriKey30,Points30,Mark30,Stu31,PriKey31,Points31,Mark31,Stu32,PriKey32,Points32,Mark32,Stu33,PriKey33,Points33,Mark33,Stu34,PriKey34,Points34,Mark34,Stu35,PriKey35,Points35,Mark35,Stu36,PriKey36,Points36,Mark36,Stu37,PriKey37,Points37,Mark37,Stu38,PriKey38,Points38,Mark38,Stu39,PriKey39,Points39,Mark39,Stu40,PriKey40,Points40,Mark40,Stu41,PriKey41,Points41,Mark41,Stu42,PriKey42,Points42,Mark42
Sample Quiz,Sample Class,,Fredricka Fioravanti,100031,,115,150,76.67,,,,D,D,2,C,B,B,2,C,A,A,2,C,C,C,2,C,E,E,2,C,B,B,2,C,B,B,2,C,A,A,2,C,B,B,2,C,A,A,2,C,C,C,5,C,A,A,5,C,E,E,5,C,B,B,5,C,A,A,5,C,D,D,5,C,B,B,5,C,D,D,5,C,A,B,0,X,B,B,5,C,C,C,5,C,A,A,5,C,D,A,0,X,B,B,2,C,C,C,2,C,E,E,2,C,A,D,0,X,D,B,0,X,E,E,2,C,C,C,2,C,B,D,0,X,A,A,2,C,A,A,5,C,AB,ABC,3,P,B,D,0,X,B,B,5,C,BCD,BD,0,X,BC,BC,5,C,AB,BC,0,X,D,D,5,C,C,C,5,C,AB,CDE,0,X
Sample Quiz,Sample Class,,Genie Gajate,100032,,128,150,85.33,,,,D,D,2,C,B,B,2,C,A,A,2,C,C,C,2,C,E,E,2,C,B,B,2,C,B,B,2,C,A,A,2,C,B,B,2,C,A,A,2,C,C,C,5,C,A,A,5,C,E,E,5,C,B,B,5,C,A,A,5,C,D,D,5,C,D,B,0,X,D,D,5,C,C,B,0,X,B,B,5,C,C,C,5,C,A,A,5,C,A,A,2,C,B,B,2,C,C,C,2,C,E,E,2,C,D,D,2,C,B,B,2,C,E,E,2,C,C,C,2,C,D,D,2,C,A,A,2,C,D,A,0,X,AB,ABC,3,P,D,D,5,C,B,B,5,C,BD,BD,5,C,AC,BC,0,X,BC,BC,5,C,D,D,5,C,C,C,5,C,CDE,CDE,5,C
Sample Quiz,Sample Class,,Hortencia Haltiwanger,100033,,71,150,47.33,,,,D,D,2,C,B,B,2,C,A,A,2,C,C,C,2,C,E,E,2,C,B,B,2,C,B,B,2,C,A,A,2,C,B,B,2,C,A,A,2,C,B,C,0,X,A,A,5,C,E,E,5,C,D,B,0,X,C,A,0,X,D,D,5,C,D,B,0,X,B,D,0,X,C,B,0,X,A,B,0,X,B,C,0,X,E,A,0,X,D,A,0,X,B,B,2,C,C,C,2,C,E,E,2,C,A,D,0,X,B,B,2,C,E,E,2,C,C,C,2,C,D,D,2,C,A,A,2,C,A,A,5,C,ABD,ABC,0,X,C,D,0,X,B,B,5,C,ABD,BD,0,X,BCE,BC,0,X,BC,BC,5,C,E,D,0,X,C,C,5,C,BCE,CDE,0,X
Sample Quiz,Sample Class,,Isela Ioli,100034,,122,150,81.33,,,,D,D,2,C,C,B,0,X,A,A,2,C,B,C,0,X,E,E,2,C,B,B,2,C,B,B,2,C,A,A,2,C,B,B,2,C,A,A,2,C,C,C,5,C,A,A,5,C,C,E,0,X,B,B,5,C,A,A,5,C,D,D,5,C,B,B,5,C,D,D,5,C,B,B,5,C,B,B,5,C,C,C,5,C,A,A,5,C,D,A,0,X,B,B,2,C,C,C,2,C,E,E,2,C,A,D,0,X,B,B,2,C,E,E,2,C,C,C,2,C,D,D,2,C,A,A,2,C,A,A,5,C,ABC,ABC,5,C,D,D,5,C,B,B,5,C,BCD,BD,0,X,ABC,BC,0,X,BC,BC,5,C,D,D,5,C,C,C,5,C,ACDE,CDE,0,X
Sample Quiz,Sample Class,,Jann Janelle,100035,,110,150,73.33,,,,D,D,2,C,B,B,2,C,A,A,2,C,C,C,2,C,E,E,2,C,B,B,2,C,B,B,2,C,A,A,2,C,B,B,2,C,A,A,2,C,B,C,0,X,A,A,5,C,E,E,5,C,B,B,5,C,A,A,5,C,D,D,5,C,B,B,5,C,B,D,0,X,B,B,5,C,C,B,0,X,B,C,0,X,A,A,5,C,D,A,0,X,B,B,2,C,C,C,2,C,E,E,2,C,A,D,0,X,B,B,2,C,E,E,2,C,C,C,2,C,A,D,0,X,D,A,0,X,C,A,0,X,AC,ABC,3,P,D,D,5,C,B,B,5,C,BD,BD,5,C,CE,BC,0,X,BC,BC,5,C,D,D,5,C,C,C,5,C,CDE,CDE,5,C
Sample Quiz,Sample Class,,Karan Kulesa,100036,,120,150,80.0,,,,D,D,2,C,B,B,2,C,A,A,2,C,C,C,2,C,E,E,2,C,B,B,2,C,B,B,2,C,A,A,2,C,B,B,2,C,A,A,2,C,C,C,5,C,A,A,5,C,E,E,5,C,B,B,5,C,A,A,5,C,D,D,5,C,B,B,5,C,BCD,D,0,X,B,B,5,C,B,B,5,C,C,C,5,C,A,A,5,C,D,A,0,X,B,B,2,C,C,C,2,C,E,E,2,C,A,D,0,X,B,B,2,C,A,E,0,X,C,C,2,C,E,D,0,X,D,A,0,X,A,A,5,C,ABC,ABC,5,C,D,D,5,C,B,B,5,C,BCD,BD,0,X,BC,BC,5,C,BD,BC,0,X,D,D,5,C,C,C,5,C,BE,CDE,0,X
Sample Quiz,Sample Class,,Lori Lowes,100037,,103,150,68.67,,,,E,D,0,X,B,B,2,C,A,A,2,C,C,C,2,C,D,E,0,X,B,B,2,C,B,B,2,C,A,A,2,C,B,B,2,C,A,A,2,C,C,C,5,C,A,A,5,C,E,E,5,C,B,B,5,C,A,A,5,C,D,D,5,C,D,B,0,X,D,D,5,C,C,B,0,X,B,B,5,C,C,C,5,C,A,A,5,C,D,A,0,X,B,B,2,C,C,C,2,C,E,E,2,C,A,D,0,X,B,B,2,C,E,E,2,C,C,C,2,C,D,D,2,C,A,A,2,C,A,A,5,C,A,ABC,2,P,C,D,0,X,B,B,5,C,D,BD,2,P,B,BC,2,P,AB,BC,0,X,D,D,5,C,E,C,0,X,B,CDE,0,X
Sample Quiz,Sample Class,,Marcelina Modrak,100038,,134,150,89.33,,,,D,D,2,C,B,B,2,C,A,A,2,C,C,C,2,C,E,E,2,C,B,B,2,C,B,B,2,C,A,A,2,C,B,B,2,C,A,A,2,C,C,C,5,C,A,A,5,C,E,E,5,C,B,B,5,C,A,A,5,C,D,D,5,C,B,B,5,C,D,D,5,C,B,B,5,C,B,B,5,C,C,C,5,C,A,A,5,C,A,A,2,C,B,B,2,C,C,C,2,C,E,E,2,C,D,D,2,C,D,B,0,X,E,E,2,C,C,C,2,C,B,D,0,X,A,A,2,C,D,A,0,X,AC,ABC,3,P,D,D,5,C,B,B,5,C,BD,BD,5,C,BC,BC,5,C,BC,BC,5,C,DE,D,0,X,C,C,5,C,CDE,CDE,5,C
Sample Quiz,Sample Class,,Neoma Nevala,100039,,98,150,65.33,,,,D,D,2,C,B,B,2,C,A,A,2,C,C,C,2,C,E,E,2,C,B,B,2,C,B,B,2,C,A,A,2,C,A,B,0,X,A,A,2,C,A,C,0,X,A,A,5,C,E,E,5,C,B,B,5,C,A,A,5,C,D,D,5,C,D,B,0,X,D,D,5,C,C,B,0,X,B,B,5,C,C,C,5,C,A,A,5,C,D,A,0,X,B,B,2,C,C,C,2,C,E,E,2,C,A,D,0,X,E,B,0,X,E,E,2,C,C,C,2,C,D,D,2,C,A,A,2,C,A,A,5,C,A,ABC,2,P,B,D,0,X,B,B,5,C,D,BD,2,P,C,BC,2,P,A,BC,0,X,D,D,5,C,E,C,0,X,B,CDE,0,X
Sample Quiz,Sample Class,,Olympia Ohearn,100040,,126,150,84.0,,,,D,D,2,C,B,B,2,C,A,A,2,C,C,C,2,C,E,E,2,C,B,B,2,C,B,B,2,C,A,A,2,C,B,B,2,C,A,A,2,C,C,C,5,C,A,A,5,C,C,E,0,X,B,B,5,C,A,A,5,C,D,D,5,C,B,B,5,C,D,D,5,C,B,B,5,C,B,B,5,C,C,C,5,C,A,A,5,C,E,A,0,X,B,B,2,C,C,C,2,C,E,E,2,C,A,D,0,X,B,B,2,C,E,E,2,C,C,C,2,C,D,D,2,C,A,A,2,C,A,A,5,C,ABC,ABC,5,C,D,D,5,C,B,B,5,C,BCD,BD,0,X,ABC,BC,0,X,BC,BC,5,C,D,D,5,C,C,C,5,C,AC,CDE,0,X
Sample Quiz,Sample Class,,Polly Petch,100041,,114,150,76.0,,,,D,D,2,C,B,B,2,C,A,A,2,C,C,C,2,C,E,E,2,C,B,B,2,C,B,B,2,C,A,A,2,C,B,B,2,C,A,A,2,C,C,C,5,C,A,A,5,C,E,E,5,C,B,B,5,C,A,A,5,C,A,D,0,X,D,B,0,X,D,D,5,C,A,B,0,X,B,B,5,C,C,C,5,C,A,A,5,C,E,A,0,X,B,B,2,C,C,C,2,C,A,E,0,X,D,D,2,C,B,B,2,C,E,E,2,C,C,C,2,C,D,D,2,C,A,A,2,C,A,A,5,C,AB,ABC,3,P,B,D,0,X,B,B,5,C,,BD,0,X,BC,BC,5,C,BC,BC,5,C,D,D,5,C,C,C,5,C,AB,CDE,0,X
Sample Quiz,Sample Class,,Queenie Quimet,100042,,134,150,89.33,,,,D,D,2,C,B,B,2,C,A,A,2,C,C,C,2,C,E,E,2,C,B,B,2,C,B,B,2,C,A,A,2,C,B,B,2,C,A,A,2,C,C,C,5,C,A,A,5,C,E,E,5,C,B,B,5,C,A,A,5,C,D,D,5,C,B,B,5,C,D,D,5,C,B,B,5,C,B,B,5,C,C,C,5,C,A,A,5,C,D,A,0,X,B,B,2,C,C,C,2,C,E,E,2,C,A,D,0,X,B,B,2,C,E,E,2,C,C,C,2,C,D,D,2,C,A,A,2,C,A,A,5,C,AB,ABC,3,P,D,D,5,C,B,B,5,C,BCD,BD,0,X,BCE,BC,0,X,BC,BC,5,C,D,D,5,C,C,C,5,C,CDE,CDE,5,C
Sample Quiz,Sample Class,,Raleigh Redpath,100043,,127,150,84.67,,,,E,D,0,X,B,B,2,C,A,A,2,C,C,C,2,C,D,E,0,X,B,B,2,C,B,B,2,C,A,A,2,C,B,B,2,C,A,A,2,C,C,C,5,C,AB,A,5,C,AE,E,0,X,B,B,5,C,A,A,5,C,D,D,5,C,B,B,5,C,D,D,5,C,C,B,0,X,B,B,5,C,C,C,5,C,A,A,5,C,A,A,2,C,B,B,2,C,C,C,2,C,E,E,2,C,D,D,2,C,B,B,2,C,C,E,0,X,E,C,0,X,D,D,2,C,A,A,2,C,A,A,5,C,ABC,ABC,5,C,D,D,5,C,B,B,5,C,BD,BD,5,C,BC,BC,5,C,BC,BC,5,C,D,D,5,C,C,C,5,C,BD,CDE,0,X
Sample Quiz,Sample Class,,Suzy Spaniel,100044,,98,150,65.33,,,,D,D,2,C,B,B,2,C,A,A,2,C,C,C,2,C,E,E,2,C,B,B,2,C,B,B,2,C,A,A,2,C,B,B,2,C,A,A,2,C,C,C,5,C,AB,A,5,C,E,E,5,C,B,B,5,C,A,A,5,C,D,D,5,C,D,B,0,X,C,D,0,X,A,B,0,X,C,B,0,X,B,C,0,X,A,A,5,C,A,A,2,C,B,B,2,C,C,C,2,C,E,E,2,C,D,D,2,C,B,B,2,C,A,E,0,X,C,C,2,C,D,D,2,C,E,A,0,X,A,A,5,C,A,ABC,2,P,D,D,5,C,B,B,5,C,BD,BD,5,C,BC,BC,5,C,BCD,BC,0,X,C,D,0,X,B,C,0,X,AE,CDE,0,X
Sample Quiz,Sample Class,,Tandra Tuchman,100045,,113,150,75.33,,,,D,D,2,C,B,B,2,C,A,A,2,C,C,C,2,C,E,E,2,C,B,B,2,C,B,B,2,C,A,A,2,C,B,B,2,C,A,A,2,C,B,C,0,X,A,A,5,C,E,E,5,C,B,B,5,C,A,A,5,C,D,D,5,C,B,B,5,C,B,D,0,X,B,B,5,C,B,B,5,C,C,C,5,C,A,A,5,C,A,A,2,C,B,B,2,C,C,C,2,C,E,E,2,C,D,D,2,C,B,B,2,C,A,E,0,X,C,C,2,C,D,D,2,C,E,A,0,X,A,A,5,C,ABCD,ABC,0,X,B,D,0,X,B,B,5,C,ABCD,BD,0,X,BC,BC,5,C,BCD,BC,0,X,D,D,5,C,C,C,5,C,C,CDE,2,P
Sample Quiz,Sample Class,,Ute Unga,100046,,81,150,54.0,,,,D,D,2,C,C,B,0,X,A,A,2,C,B,C,0,X,E,E,2,C,B,B,2,C,B,B,2,C,A,A,2,C,B,B,2,C,A,A,2,C,C,C,5,C,AB,A,5,C,E,E,5,C,B,B,5,C,A,A,5,C,D,D,5,C,D,B,0,X,C,D,0,X,C,B,0,X,C,B,0,X,D,C,0,X,B,A,0,X,A,A,2,C,B,B,2,C,C,C,2,C,E,E,2,C,B,D,0,X,A,B,0,X,A,E,0,X,C,C,2,C,D,D,2,C,E,A,0,X,A,A,5,C,AC,ABC,3,P,D,D,5,C,A,B,0,X,BD,BD,5,C,BC,BC,5,C,BCD,BC,0,X,C,D,0,X,B,C,0,X,AE,CDE,0,X
Sample Quiz,Sample Class,,Victor Villareal,100047,,116,150,77.33,,,,D,D,2,C,B,B,2,C,A,A,2,C,C,C,2,C,E,E,2,C,B,B,2,C,B,B,2,C,A,A,2,C,B,B,2,C,A,A,2,C,A,C,0,X,A,A,5,C,A,E,0,X,B,B,5,C,A,A,5,C,D,D,5,C,D,B,0,X,D,D,5,C,B,B,5,C,B,B,5,C,C,C,5,C,A,A,5,C,A,A,2,C,B,B,2,C,C,C,2,C,E,E,2,C,D,D,2,C,B,B,2,C,E,E,2,C,C,C,2,C,D,D,2,C,A,A,2,C,A,A,5,C,AB,ABC,3,P,B,D,0,X,B,B,5,C,BCD,BD,0,X,BC,BC,5,C,BC,BC,5,C,E,D,0,X,C,C,5,C,CE,CDE,3,P
Sample Quiz,Sample Class,,Wen Waninger,100048,,110,150,73.33,,,,D,D,2,C,B,B,2,C,A,A,2,C,C,C,2,C,E,E,2,C,B,B,2,C,B,B,2,C,A,A,2,C,B,B,2,C,A,A,2,C,C,C,5,C,A,A,5,C,E,E,5,C,B,B,5,C,A,A,5,C,A,D,0,X,A,B,0,X,B,D,0,X,B,B,5,C,B,B,5,C,C,C,5,C,A,A,5,C,D,A,0,X,B,B,2,C,C,C,2,C,E,E,2,C,A,D,0,X,B,B,2,C,A,E,0,X,E,C,0,X,D,D,2,C,C,A,0,X,C,A,0,X,ABC,ABC,5,C,D,D,5,C,B,B,5,C,BCD,BD,0,X,BC,BC,5,C,BC,BC,5,C,D,D,5,C,C,C,5,C,ACDE,CDE,0,X
Sample Quiz,Sample Class,,Xenia Xayavong,100049,,113,150,75.33,,,,D,D,2,C,B,B,2,C,A,A,2,C,C,C,2,C,E,E,2,C,B,B,2,C,B,B,2,C,A,A,2,C,B,B,2,C,A,A,2,C,B,C,0,X,AB,A,5,C,E,E,5,C,A,B,0,X,A,A,5,C,D,D,5,C,B,B,5,C,D,D,5,C,D,B,0,X,C,B,0,X,C,C,5,C,C,A,0,X,D,A,0,X,B,B,2,C,C,C,2,C,E,E,2,C,A,D,0,X,B,B,2,C,E,E,2,C,C,C,2,C,D,D,2,C,A,A,2,C,A,A,5,C,ABC,ABC,5,C,D,D,5,C,B,B,5,C,BD,BD,5,C,B,BC,2,P,BC,BC,5,C,DE,D,0,X,C,C,5,C,CDE,CDE,5,C
Sample Quiz,Sample Class,,Yajaira Yuska,100050,,128,150,85.33,,,,D,D,2,C,B,B,2,C,A,A,2,C,C,C,2,C,E,E,2,C,B,B,2,C,B,B,2,C,A,A,2,C,B,B,2,C,A,A,2,C,C,C,5,C,AB,A,5,C,CE,E,0,X,B,B,5,C,A,A,5,C,D,D,5,C,B,B,5,C,D,D,5,C,C,B,0,X,B,B,5,C,C,C,5,C,A,A,5,C,A,A,2,C,B,B,2,C,C,C,2,C,E,E,2,C,D,D,2,C,B,B,2,C,E,E,2,C,C,C,2,C,D,D,2,C,A,A,2,C,A,A,5,C,AB,ABC,3,P,B,D,0,X,B,B,5,C,BCD,BD,0,X,BC,BC,5,C,BC,BC,5,C,D,D,5,C,C,C,5,C,CDE,CDE,5,C
Sample Quiz,Sample Class,,Zella Zilk,100051,,128,150,85.33,,,,D,D,2,C,B,B,2,C,A,A,2,C,C,C,2,C,E,E,2,C,B,B,2,C,B,B,2,C,A,A,2,C,B,B,2,C,A,A,2,C,B,C,0,X,A,A,5,C,E,E,5,C,B,B,5,C,A,A,5,C,D,D,5,C,B,B,5,C,D,D,5,C,D,B,0,X,B,B,5,C,C,C,5,C,A,A,5,C,D,A,0,X,B,B,2,C,C,C,2,C,E,E,2,C,A,D,0,X,B,B,2,C,A,E,0,X,C,C,2,C,D,D,2,C,E,A,0,X,A,A,5,C,AC,ABC,3,P,D,D,5,C,B,B,5,C,BD,BD,5,C,BC,BC,5,C,BC,BC,5,C,D,D,5,C,C,C,5,C,CE,CDE,3,P
Sample Quiz,Sample Class,,Alethia Alesna,100052,,117,150,78.0,,,,D,D,2,C,B,B,2,C,A,A,2,C,C,C,2,C,E,E,2,C,B,B,2,C,B,B,2,C,A,A,2,C,B,B,2,C,A,A,2,C,C,C,5,C,A,A,5,C,E,E,5,C,B,B,5,C,A,A,5,C,D,D,5,C,B,B,5,C,D,D,5,C,A,B,0,X,C,B,0,X,B,C,0,X,A,A,5,C,A,A,2,C,B,B,2,C,C,C,2,C,E,E,2,C,D,D,2,C,B,B,2,C,C,E,0,X,A,C,0,X,D,D,2,C,E,A,0,X,A,A,5,C,ABC,ABC,5,C,B,D,0,X,B,B,5,C,BD,BD,5,C,AC,BC,0,X,BC,BC,5,C,D,D,5,C,C,C,5,C,DE,CDE,3,P
Sample Quiz,Sample Class,,Belva Builes,100053,,112,150,74.67,,,,D,D,2,C,B,B,2,C,A,A,2,C,C,C,2,C,E,E,2,C,B,B,2,C,B,B,2,C,A,A,2,C,B,B,2,C,A,A,2,C,C,C,5,C,AB,A,5,C,E,E,5,C,B,B,5,C,A,A,5,C,D,D,5,C,B,B,5,C,A,D,0,X,B,B,5,C,B,B,5,C,C,C,5,C,A,A,5,C,D,A,0,X,B,B,2,C,C,C,2,C,E,E,2,C,A,D,0,X,B,B,2,C,A,E,0,X,C,C,2,C,E,D,0,X,D,A,0,X,A,A,5,C,B,ABC,2,P,C,D,0,X,B,B,5,C,CD,BD,0,X,A,BC,0,X,BC,BC,5,C,D,D,5,C,C,C,5,C,AC,CDE,0,X
